iter	RMSE
359	38.7097303
360	38.62579965
361	38.49769228
362	38.39244286
363	38.270436
364	38.09339627
365	37.96019082
366	37.78741266
367	37.68453675
368	37.55858655
369	37.39254623
370	37.30021884
371	37.21884721
372	37.16727
373	37.03215557
374	36.88157263
375	36.77787632
376	36.62622509
377	36.50362041
378	36.30887901
379	36.17085801
380	36.02939819
381	35.92647738
382	35.79763126
383	35.67965792
384	35.56528049
385	35.40665865
386	35.18298823
387	35.055976
388	34.96393634
389	34.84993436
390	34.74005151
391	34.61792992
392	34.5073159
393	34.3171956
394	34.20231685
395	34.07728052
396	33.98229597
397	33.85062732
398	33.66547534
399	33.57723141
400	33.50054473
401	33.44205751
402	33.36076108
403	33.23281872
404	33.08957347
405	32.95057256
406	32.86695031
407	32.81098808
408	32.72817534
409	32.58290159
410	32.44106475
411	32.4007055
412	32.24026255
413	32.09571806
414	32.00592201
415	31.9132353
416	31.80094477
417	31.70260196
418	31.61791276
419	31.41683457
420	31.29375628
421	31.21685757
422	31.2057127
423	31.06353603
424	30.99252593
425	30.92171217
426	30.77475535
427	30.68234674
428	30.61150198
429	30.59585262
430	30.45045074
431	30.37927298
432	30.3530874
433	30.26606241
434	30.22324626
435	30.14775398
436	30.06182003
437	29.99031682
438	29.86152306
439	29.74690175
440	29.62092451
441	29.57023487
442	29.45557145
443	29.35137768
444	29.26727212
445	29.23485952
446	29.09099314
447	28.96100114
448	28.84684143
449	28.74768287
450	28.70332463
451	28.57577562
452	28.49348942
453	28.36957047
454	28.3058193
455	28.24747867
456	28.15303599
457	28.0286317
458	27.97443091
459	27.90171551
460	27.77614863
461	27.71157694
462	27.67530149
463	27.5582638
464	27.4649174
465	27.41313493
466	27.29342767
467	27.22333615
468	27.19718305
469	27.09563543
470	27.02819837
471	26.93582176
472	26.83641978
473	26.76664583
474	26.70934231
475	26.58483281
476	26.52892989
477	26.48856915
478	26.41898333
479	26.26671838
480	26.19908076
481	26.12642831
482	26.03943706
483	25.97598464
484	25.87737221
485	25.76660064
486	25.58318088
487	25.51802262
488	25.46062855
489	25.33981718
490	25.26535539
491	25.16409551
492	25.13914378
493	25.05454896
494	25.01608982
495	24.92396908
496	24.86568884
497	24.76555788
498	24.68226224
499	24.5920782
500	24.5126834
501	24.4292924
502	24.3538167
503	24.30001143
504	24.2036852
505	24.14080506
506	24.0668432
507	23.98336499
508	23.89038553
509	23.81829574
510	23.7509606
511	23.71460587
512	23.65983988
513	23.60077433
514	23.46195978
515	23.36216647
516	23.2955832
517	23.22741944
518	23.15734363
519	23.05895868
520	22.95512826
521	22.88874109
522	22.82801319
523	22.77589171
524	22.67940096
525	22.63631103
526	22.5578556
527	22.5060544
528	22.43656894
529	22.40147866
530	22.34902081
531	22.30390019
532	22.26355418
533	22.21224943
534	22.14583114
535	22.04363954
536	21.93050949
537	21.88998402
538	21.85333446
539	21.77478058
540	21.70285642
541	21.6586631
542	21.58316887
543	21.5398079
544	21.45226496
545	21.37726486
546	21.3067068
547	21.22942814
548	21.17186789
549	21.1451362
550	21.10521362
551	21.03527728
552	20.96729927
553	20.89275603
554	20.84159647
555	20.76079085
556	20.66771509
557	20.63304032
558	20.53891006
559	20.48688054
560	20.40736145
561	20.37015479
562	20.30144901
563	20.24909385
564	20.23212428
565	20.22035453
566	20.14846824
567	20.07569801
568	20.01243175
569	19.96599704
570	19.93046581
571	19.85831139
572	19.80756127
573	19.74494038
574	19.62272908
575	19.55137707
576	19.51270596
577	19.46113898
578	19.38712554
579	19.33834831
580	19.26104676
581	19.20855982
582	19.16050773
583	19.10064002
584	19.06115349
585	18.9952952
586	18.96201019
587	18.91884742
588	18.85147751
589	18.79905158
590	18.75077832
591	18.71911891
592	18.65057956
593	18.6067977
594	18.56732321
595	18.49639866
596	18.42776359
597	18.36430057
598	18.3200788
599	18.25778479
600	18.21779003
601	18.19096161
602	18.13107869
603	18.07473839
604	18.04359383
605	18.00065655
606	17.91129285
607	17.87010942
608	17.83044073
609	17.78981044
610	17.69488311
611	17.64121309
612	17.59720032
613	17.5679752
614	17.49600296
615	17.47476948
616	17.40357673
617	17.38230667
618	17.32978515
619	17.27531824
620	17.20913064
621	17.15313437
622	17.08212834
623	17.05477002
624	17.02307517
625	16.98991235
626	16.94642539
627	16.89136956
628	16.84855469
629	16.80021724
630	16.74386652
631	16.68755833
632	16.63209669
633	16.58228132
634	16.51203654
635	16.45491977
636	16.42973347
637	16.37567673
638	16.324137
639	16.29158518
640	16.23094418
641	16.18591459
642	16.15838991
643	16.12235869
644	16.07697326
645	15.99533178
646	15.95192608
647	15.93317551
648	15.90546986
649	15.88186899
650	15.83754971
651	15.79164076
652	15.73735443
653	15.6995611
654	15.66398364
655	15.6067126
656	15.58527388
657	15.5322394
658	15.5142641
659	15.47334637
660	15.43465999
661	15.38909219
662	15.36229804
663	15.33406725
664	15.28932795
665	15.24309618
666	15.19371621
667	15.14114634
668	15.11702278
669	15.09117833
670	15.0571527
671	15.01790043
672	14.98030466
673	14.96050833
674	14.91336797
675	14.85576806
676	14.82045176
677	14.80212638
678	14.76682062
679	14.73133574
680	14.70214374
681	14.67249114
682	14.64578315
683	14.61453751
684	14.56693654
685	14.49909259
686	14.45537497
687	14.41450831
688	14.35699408
689	14.33154927
690	14.29779599
691	14.25090159
692	14.22639577
693	14.20372009
694	14.17406564
695	14.1196478
696	14.09520717
697	14.0657078
698	14.01114508
699	13.98292975
700	13.93288191
701	13.88561947
702	13.85509974
703	13.84189302
704	13.81060276
705	13.76294359
706	13.73714762
707	13.69485284
708	13.66641975
709	13.64299204
710	13.59930423
711	13.55314346
712	13.5361308
713	13.52256218
714	13.4934618
715	13.44724768
716	13.4111632
717	13.39196788
718	13.33523443
719	13.30287123
720	13.26256218
721	13.21114344
722	13.17550037
723	13.14321375
724	13.10857054
725	13.06746085
726	13.0205455
727	12.99612785
728	12.94074648
729	12.92053488
730	12.87815826
731	12.84553792
732	12.82348721
733	12.8010081
734	12.74289509
735	12.71712498
736	12.6916623
737	12.65416357
738	12.62959326
739	12.59908816
740	12.57880651
741	12.5715089
742	12.5404425
743	12.49435317
744	12.46250841
745	12.43957771
746	12.41275658
747	12.38111348
748	12.35515893
749	12.3023577
750	12.24604877
751	12.21748835
752	12.19017876
753	12.16552241
754	12.13170424
755	12.08778317
756	12.04729781
757	12.01209499
758	11.99394486
759	11.97402738
760	11.94151335
761	11.93094346
762	11.91220979
763	11.8924172
764	11.87148121
765	11.84180006
766	11.81789509
767	11.80252909
768	11.77913943
769	11.75817567
770	11.74009409
771	11.72478254
772	11.68203487
773	11.66105485
774	11.62866776
775	11.5974186
776	11.58076681
777	11.54424484
778	11.51858212
779	11.45934881
780	11.43400172
781	11.41209111
782	11.38132914
783	11.34308068
784	11.29341933
785	11.27617213
786	11.24483564
787	11.22569121
788	11.20571507
789	11.18023021
790	11.15459201
791	11.1225048
792	11.09745306
793	11.08119442
794	11.04743144
795	11.02660657
796	11.00948779
797	11.00181786
798	10.99080253
799	10.95769211
800	10.92245985
801	10.90187005
802	10.87567926
803	10.85935629
804	10.82720227
805	10.80164324
806	10.77486858
807	10.74778584
808	10.71778844
809	10.70180629
810	10.69688118
811	10.68064342
812	10.66139329
813	10.63345302
814	10.59759105
815	10.55559837
816	10.52702328
817	10.49481221
818	10.47606862
819	10.45807334
820	10.42800365
821	10.41174529
822	10.37747118
823	10.35196535
824	10.31794723
825	10.29634637
826	10.28770569
827	10.26966801
828	10.25576141
829	10.21965278
830	10.19697503
831	10.1829788
832	10.15373145
833	10.13451206
834	10.12407238
835	10.09544153
836	10.07588671
837	10.04354217
838	10.00912882
839	9.97884981
840	9.944113367
841	9.924232477
842	9.896939663
843	9.869999161
844	9.848643076
845	9.829577912
846	9.816021736
847	9.794567615
848	9.745255906
849	9.738857975
850	9.725898089
851	9.695550079
852	9.669794725
853	9.650155436
854	9.62990118
855	9.602261573
856	9.577242108
857	9.55671453
858	9.541316468
859	9.51346837
860	9.49371248
861	9.469319916
862	9.449196588
863	9.42533143
864	9.388437458
865	9.369599144
866	9.345373213
867	9.315449743
868	9.302308857
869	9.268678643
870	9.242459585
871	9.213993068
872	9.186149677
873	9.161238872
874	9.14538966
875	9.117794387
876	9.10836523
877	9.096087048
878	9.075560122
879	9.040149144
880	9.017131446
881	9.008066561
882	8.98392278
883	8.969002223
884	8.944959636
885	8.931963223
886	8.918895521
887	8.904011242
888	8.880203162
889	8.846226364
890	8.832437422
891	8.814268415
892	8.781281827
893	8.749980416
894	8.714274142
895	8.69440438
896	8.66274413
897	8.628206485
898	8.611774537
899	8.599238494
900	8.56869531
901	8.558911487
902	8.534668223
903	8.502825325
904	8.468995889
905	8.445351738
906	8.432222652
907	8.415223515
908	8.393152291
909	8.368641453
910	8.357976104
911	8.343566922
912	8.31984766
913	8.300556931
914	8.28492153
915	8.259086049
916	8.233875894
917	8.220435179
918	8.207434203
919	8.188016673
920	8.174002709
921	8.160859151
922	8.138998036
923	8.12302182
924	8.097569297
925	8.062749164
926	8.052556404
927	8.022589498
928	8.008915665
929	7.991433426
930	7.983196547
931	7.959128283
932	7.940036257
933	7.902990014
934	7.898580831
935	7.873104566
936	7.856335445
937	7.841320843
938	7.824681149
939	7.812487442
940	7.79388874
941	7.773893361
942	7.740461197
943	7.724513977
944	7.716336623
945	7.694379714
946	7.666596289
947	7.650183907
948	7.636152421
949	7.61163732
950	7.596621928
951	7.587858769
952	7.567864193
953	7.548945684
954	7.537067445
955	7.529340801
956	7.5186449
957	7.508132481
958	7.48677594
959	7.473351721
960	7.46216539
961	7.448509336
962	7.431590379
963	7.412084579
964	7.402092146
965	7.381858108
966	7.362271974
967	7.345868801
968	7.331672254
969	7.306249664
970	7.291451272
971	7.275576943
972	7.24476146
973	7.219252934
974	7.202337207
975	7.188747829
976	7.169148775
977	7.152976731
978	7.13191066
979	7.121568043
980	7.115853307
981	7.100098047
982	7.080912491
983	7.070072325
984	7.053917614
985	7.034481938
986	7.026222542
987	7.015979823
988	7.005367312
989	6.994603432
990	6.969965418
991	6.958428352
992	6.942504672
993	6.92136727
994	6.907361758
995	6.886198192
996	6.869738967
997	6.855749426
998	6.838955872
999	6.820220988
